id,common_name,scientific_name,image,light,water,humidity,temp,soil,fertilizer,toxicity,tips
philodendron_birkin_variegata,Philodendron ‘Super Birkin’ / Variegated Birkin,Philodendron ‘Birkin Variegata’,images/plants/philodendron_birkin_variegata.jpg,"Bright indirect light; too little light reduces variegation.","Water when top 2–3 cm are dry; avoid overly wet, dense soil.","Prefers 50–70% humidity.","Ideal 18–26°C (64–79°F).","Well-draining aroid mix in a pot with drainage.","Feed every 4–6 weeks at low strength.","Toxic if ingested.","Enhanced variegation over the standard Birkin; maintain stable light and moisture for best striping."
philodendron_royal_queen_variegata,Philodendron ‘Royal Queen Variegated’,Philodendron hybrid ‘Royal Queen Variegata’,images/plants/philodendron_royal_queen_variegata.jpg,"Bright indirect light; needed to keep variegation strong.","Water when top 3 cm are dry; slightly drier in winter.","Prefers 55–75% humidity.","Ideal 18–27°C.","Aroid mix with bark and perlite.","Feed every 4–6 weeks during the growing season.","Toxic if ingested.","Variegated form of a dark self-heading hybrid; give space and a solid container to support the weight."
philodendron_burle_marx_fantasy,Philodendron ‘Burle Marx Fantasy’,Philodendron ‘Burle Marx Fantasy’,images/plants/philodendron_burle_marx_fantasy.jpg,"Bright indirect light with no harsh sun.","Water when top 1–2 cm are just dry; keep slightly moist.","Prefers 60–80% humidity; can struggle below 50%.","Ideal 18–26°C (64–79°F).","Very airy, moisture-retentive aroid mix.","Feed lightly every 4–6 weeks.","Toxic if ingested.","Silver, patterned leaves on a creeping vine; best in high-humidity setups, either climbing a pole or allowed to sprawl."
philodendron_cordatum_lime,Philodendron ‘Cordatum Lime’,Philodendron cordatum ‘Lime’,images/plants/philodendron_cordatum_lime.jpg,"Medium to bright indirect light; brighter light gives stronger lime color.","Water when top 2–3 cm are dry; avoid prolonged dryness.","Prefers 50–70% humidity.","Ideal 18–27°C.","Aroid potting mix with perlite.","Feed every 4–6 weeks during growth.","Toxic if ingested.","Trailing/vining lime-green cultivar; tough and forgiving, ideal for hanging baskets."
philodendron_green_princess,Philodendron ‘Green Princess’,Philodendron hybrid ‘Green Princess’,images/plants/philodendron_green_princess.jpg,"Medium to bright indirect light.","Water when top 2–3 cm are dry.","Comfortable at 40–60% humidity.","Ideal 18–26°C.","Standard indoor mix with added perlite.","Feed every 4–6 weeks.","Toxic if ingested.","Compact, self-heading plant with dense foliage; often sold in small decorative pots."
philodendron_hastatum_compact,Philodendron ‘Silver Sword Compact’,Philodendron hastatum (compact form),images/plants/philodendron_silver_sword_compact.jpg,"Bright indirect light; tolerates some early sun.","Water when top 3 cm are dry; do not keep constantly wet.","Prefers 50–70% humidity.","Ideal 18–27°C.","Chunky aroid mix.","Feed monthly during active growth.","Toxic if ingested.","Shorter, more compact form of Silver Sword; good for smaller spaces and desktops with a small totem."
philodendron_red_king,Philodendron ‘Red King’,Philodendron hybrid ‘Red King’,images/plants/philodendron_red_king.jpg,"Bright to medium indirect light; avoids harsh direct sun.","Water when top 3–5 cm are dry; slightly drier in winter.","Prefers 50–70% humidity.","Ideal 18–27°C.","Rich, free-draining potting mix.","Feed every 4–6 weeks in growing season.","Toxic if ingested.","Self-heading plant with red-toned new leaves that mature to deep green; works well as a focal plant in bright rooms."
philodendron_midnight,Philodendron ‘Midnight’,Philodendron hybrid ‘Midnight’,images/plants/philodendron_midnight.jpg,"Bright indirect light; deep coloration depends on adequate light.","Water when top 3–5 cm are dry; avoid waterlogged soil.","Prefers 55–70% humidity.","Ideal 18–27°C.","Aroid mix with bark and perlite.","Feed every 4–6 weeks in growing season.","Toxic if ingested.","Very dark, almost black leaves on an upright plant; provides strong contrast among lighter foliage."
philodendron_tiger_tooth_variegata,Philodendron ‘Tiger Tooth Variegated’,Philodendron hybrid ‘Tiger Tooth Variegata’,images/plants/philodendron_tiger_tooth_variegata.jpg,"Bright indirect light; essential for clear variegation on narrow, serrated leaves.","Water when top 3 cm are dry; slightly less in winter.","Prefers 60–75% humidity.","Ideal 18–27°C.","Chunky aroid mix with excellent drainage.","Feed lightly every 4–6 weeks.","Toxic if ingested.","Variegated, deeply cut foliage; spectacular when grown on a totem in a bright, warm room."
philodendron_golden_crocodile,Philodendron ‘Golden Crocodile’,Philodendron hybrid ‘Golden Crocodile’,images/plants/philodendron_golden_crocodile.jpg,"Bright indirect light; variegation and golden tones are strongest in higher light.","Water when top 3–5 cm are dry; avoid soggy soil.","Prefers 50–70% humidity.","Ideal 18–27°C.","Chunky aroid mix.","Feed every 4–6 weeks during growth.","Toxic if ingested.","Deeply serrated foliage with lime/golden tones; works best as a bright floor or tabletop specimen."
monstera_deliciosa,Monstera Deliciosa,Monstera deliciosa,images/plants/monstera_deliciosa.jpg,"Bright, indirect light; a little gentle morning or late-afternoon sun is fine.","Water when the top 3–5 cm (1–2 in) of soil are dry; reduce slightly in winter.","Prefers 55–70% humidity; tolerates ~45–50% indoors.","Ideal 18–30°C (64–86°F); avoid prolonged exposure below 15°C (59°F).","Chunky aroid mix: potting soil with bark, perlite, and some coco/peat for structure.","Feed every 4–6 weeks in spring and summer with a balanced liquid fertilizer at ¼–½ strength; reduce in winter.","Toxic if ingested (calcium oxalate).","Classic “Swiss cheese” plant; provide a moss pole or stake to encourage larger, fenestrated leaves and rotate plant for even growth."
monstera_deliciosa_borsigiana,Monstera Deliciosa ‘Borsigiana’,Monstera deliciosa (Borsigiana-type),images/plants/monstera_deliciosa_borsigiana.jpg,"Bright, indirect light; tolerates medium light but grows slower.","Water when the top 3–5 cm are dry; avoid constantly soggy soil.","Prefers 50–70% humidity; tolerates typical home humidity with some slower growth.","Ideal 18–28°C (64–82°F).","Well-draining aroid mix similar to M. deliciosa.","Feed every 4–6 weeks in growing season.","Toxic if ingested.","Smaller-growing form often sold in chain stores; treat like a more compact deliciosa and provide support for climbing."
monstera_deliciosa_tauerii,Monstera Deliciosa ‘Tauerii’,Monstera deliciosa ‘Tauerii’,images/plants/monstera_deliciosa_tauerii.jpg,"Bright, indirect light.","Water when the top 3–5 cm are dry; less frequent in lower light.","Prefers 50–70% humidity.","Ideal 18–28°C (64–82°F).","Chunky mix with bark and perlite.","Feed every 4–6 weeks in spring/summer.","Toxic if ingested.","Dwarf/compact deliciosa type with fenestrations on smaller plants; excellent for indoor spaces with limited ceiling height."
monstera_deliciosa_thai_constellation,Monstera Deliciosa ‘Thai Constellation’,Monstera deliciosa ‘Thai Constellation’,images/plants/monstera_deliciosa_thai_constellation.jpg,"Bright, indirect light; essential to keep stable cream variegation. Avoid harsh direct sun on pale areas.","Water when top 3–4 cm are dry; do not allow pot to stay waterlogged.","Prefers 60–75% humidity; tolerates ~50% with some tip browning.","Ideal 18–27°C (64–81°F).","Very well-draining aroid mix with high bark/perlite content.","Feed lightly every 4–6 weeks; avoid overfertilizing which can stress variegated tissue.","Toxic if ingested.","Highly sought-after variegated cultivar; avoid chopping frequently and give strong, even light plus a good support to realize its full potential."
monstera_deliciosa_albo,Monstera Deliciosa ‘Albo Variegata’,Monstera deliciosa ‘Albo Variegata’,images/plants/monstera_deliciosa_albo.jpg,"Bright, indirect light; high light is needed for white variegation but direct sun can burn white sections.","Water when top 3–4 cm are dry; slightly drier than full-green deliciosa to prevent rot in weaker tissue.","Prefers 60–80% humidity; sensitive to very dry air.","Ideal 18–26°C (64–79°F).","Airy aroid mix: soil + bark + perlite + some charcoal for drainage.","Feed every 4–6 weeks at low strength.","Toxic if ingested.","Unstable variegation; prune low-variegation or all-green stems and maintain consistent bright light for best patterning."
monstera_deliciosa_aurea,Monstera Deliciosa ‘Aurea Variegata’,Monstera deliciosa ‘Aurea’,images/plants/monstera_deliciosa_aurea.jpg,"Bright indirect light; avoid direct sun on yellow sectors.","Water when top 3–4 cm are dry; do not allow roots to sit in water.","Prefers 60–80% humidity; may show browning at lower humidity.","Ideal 18–26°C (64–79°F).","Very airy, well-draining aroid mix.","Feed lightly every 4–6 weeks.","Toxic if ingested.","Yellow variegation is more sensitive to burn and stress; provide stable warm, humid conditions and consistent watering."
monstera_deliciosa_mint,Monstera Deliciosa ‘Mint’,Monstera deliciosa ‘Mint’,images/plants/monstera_deliciosa_mint.jpg,"Bright, indirect light; higher light needed for minty marbled look.","Water when top 3–4 cm are dry; slightly drier in winter.","Prefers 60–75% humidity.","Ideal 18–26°C (64–79°F).","Airy aroid mix with extra bark/perlite.","Feed every 4–6 weeks at low strength.","Toxic if ingested.","Collector cultivar with cool-toned, speckled variegation; avoid fluctuating conditions and heavy feeding."
monstera_deliciosa_variegata_generic,Monstera Deliciosa Variegated (generic),Monstera deliciosa variegata,images/plants/monstera_deliciosa_variegata_generic.jpg,"Bright, indirect light.","Water when the top 3–4 cm are dry; err slightly on the dry side versus all-green deliciosa.","Prefers 60–75% humidity.","Ideal 18–27°C (64–81°F).","Well-draining aroid mix.","Feed lightly every 4–6 weeks.","Toxic if ingested.","Use this row for variegated M. deliciosa plants whose exact cultivar is unknown or not specified (e.g., generic “variegata”)."
monstera_adansonii,Monstera Adansonii (Swiss Cheese Vine),Monstera adansonii,images/plants/monstera_adansonii.jpg,"Bright to medium indirect light; tolerates medium light, but fenestration improves with brighter conditions.","Water when top 2–3 cm (1 in) are dry; avoid letting soil stay wet.","Prefers 55–75% humidity; tolerates ~45–50%.","Ideal 18–28°C (64–82°F).","Loose, well-draining mix with bark/perlite.","Feed every 4–6 weeks in growing season.","Toxic if ingested.","Fast-growing vining Monstera with many holes in the leaves; ideal for hanging baskets or climbing supports."
monstera_adansonii_narrow,Monstera Adansonii Narrow Form,Monstera adansonii (narrow form),images/plants/monstera_adansonii_narrow.jpg,"Bright, indirect light; will tolerate some medium light.","Water when top 2–3 cm are dry; slightly less in winter.","Prefers 55–75% humidity.","Ideal 18–27°C (64–81°F).","Aroid mix with extra perlite for drainage.","Feed every 4–6 weeks during active growth.","Toxic if ingested.","Narrow, elongated leaves with fenestrations primarily along the midrib; great as a trailing or climbing plant."
monstera_adansonii_wide,Monstera Adansonii Wide Form,Monstera adansonii (wide form),images/plants/monstera_adansonii_wide.jpg,"Bright indirect light.","Water when top 2–3 cm are dry; do not let sit in water.","Prefers 55–75% humidity.","Ideal 18–27°C (64–81°F).","Well-draining potting mix.","Feed every 4–6 weeks.","Toxic if ingested.","Broader leaves and larger perforations; looks especially dramatic when trained up a pole."
monstera_adansonii_laniata,Monstera Adansonii ‘Laniata’,Monstera adansonii ssp. laniata,images/plants/monstera_adansonii_laniata.jpg,"Bright indirect light.","Water when top 2–3 cm dry; slightly moist but not soggy.","Prefers 60–80% humidity.","Ideal 18–26°C (64–79°F).","Chunky, moisture-retentive but well-draining aroid mix.","Feed every 4–6 weeks in growing season.","Toxic if ingested.","Fenestrations often extend closer to the leaf edge; can develop larger, more dramatic leaves with high humidity and a pole."
monstera_adansonii_archipelago,Monstera Adansonii ‘Archipelago’ (Variegated),Monstera adansonii ‘Archipelago’,images/plants/monstera_adansonii_archipelago.jpg,"Bright, indirect light; key to maintaining cream variegation.","Water when top 2–3 cm are dry; avoid chronic overwatering.","Prefers 60–80% humidity; sensitive to dry air.","Ideal 18–26°C (64–79°F).","Very airy, fast-draining aroid mix.","Feed lightly every 4–6 weeks.","Toxic if ingested.","Heavily variegated adansonii; protect pale tissue from direct sun and prune stems that revert to mostly green."
monstera_adansonii_aurea,Monstera Adansonii Aurea,Monstera adansonii ‘Aurea’,images/plants/monstera_adansonii_aurea.jpg,"Bright indirect light; never full midday sun.","Water when top 2–3 cm are dry; slightly less in winter.","Prefers 60–80% humidity.","Ideal 18–26°C (64–79°F).","Airy aroid mix with bark/perlite.","Feed every 4–6 weeks at low strength.","Toxic if ingested.","Yellow variegation is more prone to browning; maintain humidity and moderate light to avoid burn."
